age	media	food	transport	housing	pets
43	904	2151	3224	4100	2901
49	836	2138	2981	5353	2837
48	5487	3062	1954	11575	0
50	1233	2019	3150	4675	3169
27	2996	3232	2049	5012	0
32	2740	3141	1962	4883	987
27	2504	2295	1897	5027	835
37	3025	6622	6243	4595	785
49	1233	2216	2977	5342	4182
34	799	3988	1989	4965	3180
36	3016	2967	4163	16002	0
36	1147	3945	2040	11879	1929
32	3158	5765	6881	4935	0
51	845	2022	3004	4722	3099
55	1162	1978	2728	4866	2327
49	864	2157	2887	4885	2634
48	1434	2005	3085	4869	3082
40	1300	3944	2060	11705	2747
33	1144	3219	1997	4936	2425
47	956	2205	2661	4735	3348
47	1170	2135	2873	4629	3758
55	5735	3032	2027	8605	232
31	1250	4031	1937	13594	2883
38	1378	3672	1949	12482	3584
44	1268	4388	2039	12219	2272
53	761	2061	2803	4801	2593
35	2905	5464	5066	4882	0
48	5808	2733	2086	10073	0
26	1180	1940	3054	5238	748
51	1345	2145	3040	4755	2904
49	1484	1654	3432	5454	4066
32	3082	6383	5906	4275	626
25	1383	1911	2795	4948	1359
36	3264	6377	6663	5484	247
26	860	2085	2736	5249	661
25	3038	2937	1880	4707	297
45	6557	3097	2008	10989	0
22	759	4283	1833	4269	1623
38	696	4020	1796	11887	2954
46	1271	1753	3285	4659	3485
43	1024	1996	3037	4910	3176
29	3024	2590	2051	5074	0
24	1023	1948	3438	5354	0
30	807	4316	1922	5239	2243
25	923	4481	2134	6015	2891
33	1333	4032	2073	11530	2639
36	881	3857	2087	5624	2586
34	2937	2875	3903	13455	299
30	3112	6095	5552	5625	261
34	3493	5827	7237	6205	0
48	5409	3087	1745	10075	0
37	3540	2885	4028	17697	389
47	5383	3156	2092	8934	0
46	960	1871	2672	5347	3641
35	2880	3835	4289	16502	1155
34	2577	5545	6779	3995	0
32	2931	6345	5887	4780	781
23	1183	4442	1991	6053	1969
24	1164	2053	3182	5397	1094
31	3121	2835	3722	14022	1522
48	6415	3578	2082	8742	0
27	905	3777	2060	4672	2476
28	1783	4474	2040	12121	1896
35	2762	6310	5784	4803	968
51	5481	3332	1914	10025	0
22	903	1795	3457	5834	1169
47	6612	2769	2116	11776	331
25	1319	4300	2031	4909	1433
27	1269	3718	1955	5116	2408
48	6182	2837	1903	10273	0
32	2963	3039	1939	5122	0
26	2918	3043	1750	5596	746
36	2923	3042	3834	13141	384
44	1152	1957	2714	4524	2232
48	954	2558	2340	4238	3096
44	1024	2192	2886	4957	2933
24	989	2025	2244	5067	340
32	363	3396	1982	4679	2261
27	3471	2917	1991	4948	0
29	434	3985	2130	5535	2681
29	748	3886	2030	11752	2101
50	1033	2083	3261	5123	2601
29	912	3391	2090	4881	2823
39	2802	2817	4190	16463	1314
30	3060	3269	4268	12837	263
31	1101	3779	1955	5479	2470
41	1006	3953	2140	11462	2243
35	2806	5585	5897	4728	0
25	1040	1822	2816	4672	291
27	2874	3084	1938	4354	233
51	7160	2536	2032	8758	200
27	2826	2793	2175	5324	0
22	831	2140	2287	5227	1141
30	3305	3322	1977	5038	264
36	1004	3432	2122	12391	3155
41	1202	3999	1973	12269	1159
35	851	4270	2188	12379	2566
35	2989	6261	6722	5428	400
38	3000	5284	6643	5433	485
33	3056	2929	3961	12560	0
31	972	4002	1960	4884	2232
27	346	3808	1949	5216	3251
45	1361	1642	2758	4444	3186
49	800	2190	3246	5136	2527
42	1033	4297	1896	12254	1933
31	3075	6502	6869	4658	307
52	6474	2499	1960	10127	0
38	1411	4357	1804	12899	2539
41	956	4311	1914	12600	1605
40	2807	3114	4030	15027	0
29	3033	2962	1849	5308	398
21	3182	3054	1883	5137	972
37	3180	3491	4224	12453	787
27	1036	3869	1957	4569	1655
25	2244	3460	1928	4844	0
31	1133	3724	1922	11195	2862
35	3577	2786	4489	16623	0
27	2961	3054	2027	5289	364
37	3338	2980	4424	15165	251
35	3119	6353	5750	5316	207
35	3115	5082	5572	4501	253
30	845	3717	2095	4618	2176
36	855	3826	1988	5137	2955
39	641	4143	2133	11842	2163
45	1291	1779	3349	5034	2561
37	2594	3438	4159	15193	0
28	1061	1905	2663	5278	1007
31	1516	4086	1921	11878	2999
46	5643	2729	2019	10684	0
30	2953	2999	4006	16399	780
48	701	2118	3751	4453	2750
34	1100	4206	1849	5724	2647
26	2767	3005	2157	4765	1155
31	1073	3600	1906	5536	3024
33	3080	2700	4209	18086	0
48	609	2150	3307	5153	2858
31	2879	6111	5609	5292	0
33	3220	5213	4769	5195	1129
31	3057	2822	4808	14922	614
47	991	1874	2377	4447	2511
22	876	2061	3368	4663	200
35	1305	4518	1962	10563	2931
50	5702	3249	1761	12333	207
36	2978	6105	5891	4695	0
47	5782	3508	2000	10877	0
37	3142	6049	5239	5129	343
34	1358	3650	1970	5406	2852
35	3242	2957	3528	17007	0
28	3139	2610	1988	4673	857
50	5783	3142	1874	9690	0
35	471	4332	2169	11494	2892
30	2741	3419	2275	4650	0
33	3238	2924	4439	14895	1014
29	3198	3332	2202	5903	1038
35	3029	2886	3606	16363	1233
38	2979	5640	6438	4856	342
34	1041	4284	1926	11753	2627
32	3007	3091	1956	5299	0
38	3115	3328	3599	13197	0
33	1631	4358	2052	5492	2643
37	2745	6471	6709	4797	0
26	2906	3316	2046	5311	1167
37	2970	3062	3853	13317	769
24	3238	3173	1731	5141	351
51	6407	3173	1907	10009	0
34	2974	6211	6118	4773	220
45	1213	1907	3453	5460	3696
30	2541	3298	4285	12508	814
28	3406	2899	2048	5194	0
31	1233	4186	1856	12572	2021
47	971	2199	3367	5723	3359
50	660	1871	3118	4785	3279
46	6042	3278	2025	11381	378
29	1051	4056	1979	5437	3031
47	1140	1848	2691	5380	3356
26	1155	2246	2173	4710	608
48	1098	1934	3680	4814	3614
36	3440	3609	4219	15394	491
31	3551	6596	5792	5056	1103
50	5796	3047	1966	10277	253
48	4899	3414	2092	9531	253
27	2977	3203	1729	4922	1210
35	921	3871	1955	11654	2287
35	1093	4363	1983	10696	3135
54	674	1861	3088	4525	2797
35	2958	2725	3453	13198	0
38	1167	4212	1994	5420	2667
38	2713	2939	3930	11661	369
36	842	4171	2140	12663	2260
36	569	4171	1942	13560	2068
33	3153	2822	3470	17039	696
49	1100	2148	2677	5148	2845
35	872	4716	2140	11913	2133
39	712	3498	1897	12379	3408
23	2954	2872	2055	4406	437
33	3108	3268	4079	15402	0
23	641	3409	1925	5338	2690
34	3700	7336	5693	5023	697
31	2316	3297	2136	4244	0
31	2456	6131	6477	5427	215
24	849	2379	2935	4536	868
45	4837	3784	1927	10672	358
28	870	3975	1922	5109	2619
27	3550	3354	2007	4998	0
32	986	4258	2045	5133	2030
54	6607	2622	1982	10506	0
35	2867	6012	5885	5093	881
23	1095	1842	2657	5191	1163
25	3427	2836	1994	4779	0
25	546	1793	2825	4815	501
38	2831	5927	6593	5416	482
36	2697	2925	4040	18094	0
35	3136	6701	6663	5183	0
35	3040	2847	3758	18016	657
34	1247	3927	2058	12790	1851
24	2390	3244	2154	4642	1287
24	742	2265	3432	5160	1259
26	959	1669	2565	4286	783
54	5993	3224	1995	9442	251
33	3326	7125	6385	5706	1234
48	471	2070	3051	5531	2660
26	1142	4187	2090	5000	2659
38	3164	2834	4437	14041	656
45	1167	2324	2771	5046	2816
38	1661	3953	2063	12741	2632
36	1057	3683	2012	11445	2152
48	5503	3099	1951	9130	0
36	548	3968	1913	11224	2324
26	1016	2058	2899	5503	0
22	3028	2781	2012	4769	1826
21	1117	2175	2586	5031	0
29	795	3797	2063	4957	2805
43	1263	1935	2616	5728	4304
25	3360	2566	1974	4435	0
49	6329	3298	2116	9969	0
34	3031	7005	5965	4601	941
35	3234	3188	3785	13689	594
47	5379	2488	2001	10051	0
42	6368	3259	2028	8883	224
31	2966	2761	1968	4998	0
36	808	3943	2037	11942	2237
29	3239	3124	1948	4432	613
26	2944	3252	1980	4703	578
52	1231	2082	3254	4894	3770
29	1146	4367	2049	4828	3453
27	1015	3758	1849	4898	2289
35	3032	3392	4036	18020	1005
36	3406	2995	4003	13692	0
37	1057	4398	2069	13381	2449
28	2657	2512	2172	3870	453
38	554	3962	2128	12934	2940
48	6828	2971	2127	9973	218
55	6667	3325	1834	10324	279
46	760	2486	2592	5408	1384
24	915	1986	3362	4853	0
24	1190	1888	3909	5205	0
34	3192	6241	7142	4862	525
25	753	2073	2871	5632	711
26	829	2059	3134	5102	0
53	5219	2861	1953	10306	332
27	3368	2877	2011	5097	579
40	1307	1837	2567	5799	2129
36	1001	3432	2080	11104	3084
23	3274	3009	1876	4339	1379
49	5378	3733	1990	12949	0
45	6302	3622	2138	8993	275
40	3225	5635	4352	4744	0
58	992	1676	2924	4984	2503
34	2636	2891	3568	13225	878
33	1093	4273	1993	11368	2381
32	3172	2586	2010	4786	769
32	2805	6778	6913	5567	654
37	772	3812	1917	12597	1968
22	3209	3041	2034	5345	1173
49	6159	2800	2059	9545	428
29	2812	3440	1903	5066	0
27	1203	3793	1959	4641	2310
36	2759	2545	4042	13956	1225
34	3486	3403	3826	14070	758
34	620	3597	1871	12530	3081
25	2787	2686	2106	4915	363
49	1038	2081	3471	5525	3207
34	2893	6731	6291	4616	435
41	866	3991	2045	13789	2206
25	945	2040	3480	4812	357
24	1244	2537	1679	5589	0
24	799	1970	2822	5256	0
31	3363	2756	4393	12197	914
19	595	3551	1991	5217	1872
35	3144	2704	3749	13033	1291
31	2653	3046	4056	14709	932
45	5539	2503	1972	11147	0
34	2983	2961	4024	13451	0
25	979	2050	3337	5453	0
52	1029	1822	2402	5343	2580
36	2460	3476	4156	14319	653
31	2957	5729	5617	4945	978
30	2505	6020	5616	5265	750
26	1106	2051	2710	4224	862
36	898	4242	2134	12234	3341
43	6004	2839	2030	11504	227
22	945	1696	2909	4676	366
44	5778	2824	1900	8679	0
28	780	3574	2040	4668	2184
24	2489	3488	1843	5058	959
48	5493	2572	1992	7377	224
42	744	3956	1975	12109	3605
47	4854	2838	2199	9279	221
22	1103	1957	3040	5180	567
34	1731	4263	2095	11941	2578
23	716	2195	3269	5301	200
24	1064	1720	2876	5269	0
29	3020	6576	4692	4774	611
37	3670	6093	5336	4819	503
48	1004	2189	2827	4693	2684
25	3218	3252	2003	5120	0
33	2851	6309	6684	5009	0
38	1050	3884	2076	12000	2612
24	969	1800	2533	5576	0
29	573	4305	2087	4277	3080
46	6248	3045	1990	9838	358
33	2898	6032	5634	4635	0
46	1142	2122	3740	4824	2572
47	6819	3185	2103	9448	0
38	3056	3953	4312	15590	565
24	742	2223	3027	4885	505
36	1084	3923	2113	4898	2369
31	1025	3734	1945	12449	1659
48	905	1909	2447	4834	2905
27	2842	2940	2093	4708	1494
34	3163	6701	5696	4983	0
23	1276	4046	2071	4020	2597
27	854	4084	1919	4779	3192
38	3113	5404	7283	5256	767
47	5557	3330	1959	10244	0
27	2731	2774	1835	5089	482
31	1103	4245	1979	5277	2372
50	951	2054	3106	4835	3714
28	3073	3470	1911	5549	639
30	3245	5567	5726	5892	0
26	2811	2681	2039	5064	0
57	4679	2895	1873	10886	230
30	2897	3219	2106	5146	0
32	932	3621	2073	5207	2444
43	5911	2561	1862	9516	210
27	3416	3118	1963	4923	685
50	553	2096	3725	4788	3339
27	3206	3052	1881	4428	938
31	1098	3939	1891	4473	2775
24	1334	2101	2515	5270	1258
35	756	3671	1980	12284	1650
31	3049	2881	2023	4823	792
48	5590	3086	2086	7892	0
46	1062	1993	2731	5252	3375
36	3107	6407	6909	4696	0
36	2401	5918	4737	5330	486
38	3096	6883	5617	4761	0
37	3049	5235	6658	4789	0
48	5835	2984	1865	9188	206
43	6745	3028	2020	9710	0
44	1123	2120	2436	5414	2686
21	3275	3315	1959	5111	690
24	910	2234	3186	4700	416
50	742	2200	3096	5322	3981
35	2702	6430	6332	5157	707
31	1073	3602	1926	4913	2930
33	2439	6086	7082	4560	1243
37	3289	2988	4140	11185	366
26	1419	1914	2633	5428	1327
32	3090	5531	4919	5116	335
27	2954	2942	2091	5553	0
38	3072	3103	4049	16780	1052
26	3112	2695	2055	4289	323
45	6628	2931	1994	8970	243
48	1202	1954	2940	5631	2978
30	883	3642	2051	5227	2126
40	3197	3219	3905	17968	1378
27	3070	2840	1925	5282	980
48	5467	3301	2021	9796	242
32	2691	3083	1933	5215	910
25	916	2165	3412	5109	812
35	3565	5684	5044	5639	686
23	1131	4457	1859	5028	1788
34	3183	3182	3847	15802	537
24	1104	2082	3824	4822	0
31	619	4606	2019	12312	2284
36	2902	5251	4564	5163	321
26	2706	3000	1965	4845	742
25	3663	3196	2052	5183	305
35	911	3940	2064	5171	1822
38	826	3959	1929	12260	2457
48	5665	3036	2030	9620	250
23	935	2217	2661	5408	217
42	5811	2732	1994	10635	0
49	6209	2334	1990	10080	331
34	3161	3145	3975	12211	818
29	3038	3067	1966	5460	0
35	640	3644	1796	4944	3169
26	2775	3682	1983	5708	1165
30	2791	3262	4308	11339	441
45	588	3909	2029	12419	3066
35	3191	2948	3778	13958	0
37	1108	4044	1928	12490	2422
40	1168	4971	2012	11713	1683
37	1100	4156	2096	12051	2758
49	1228	1864	3237	5203	2095
51	5731	3121	2061	11250	271
28	759	4189	2064	4746	1700
28	2977	5997	5333	5242	718
33	3032	6551	6860	4616	802
25	1038	1824	2599	5153	487
27	3358	2894	2107	5554	0
35	676	4219	2019	4730	1962
35	386	3828	2025	12047	2093
27	3135	2938	1996	5656	796
33	676	4007	2027	11530	2029
29	836	4066	1991	4757	2050
53	7535	3396	2118	10877	0
26	1216	2155	2506	5697	1103
39	3104	3609	3680	14136	427
48	6754	3254	2046	8924	0
26	1135	2053	3130	5313	700
32	3054	2567	1826	5028	691
36	1940	3846	1957	11169	2141
27	2670	3306	2026	4834	0
47	6294	2399	2082	10303	259
33	883	3696	1853	11876	2763
29	2414	3206	4522	14777	239
22	3250	3299	2059	5420	1310
35	2954	2765	4108	18249	896
35	2966	3052	4353	16250	401
45	1319	2100	2738	4409	3019
33	1613	3571	1842	4664	2513
22	2914	3449	2059	5259	0
34	3149	5719	5866	4990	780
46	1182	1950	3410	5384	2295
35	2812	6510	7111	5632	881
27	1258	2111	2902	5161	1095
34	2966	5788	6867	4850	386
53	915	1832	3231	4964	3280
27	3172	2655	2001	5473	0
34	2739	2948	4401	13568	439
48	1234	1736	2907	5195	3532
31	2892	5522	6832	5514	685
24	659	2356	3150	4850	563
23	1038	2543	2593	5056	0
48	1033	2300	2674	5030	2381
47	6482	2891	2023	11076	247
49	5240	2927	2017	10822	249
29	847	3597	2004	5499	3159
23	1055	2265	2895	5407	0
35	3323	3253	3897	13823	1322
31	3701	6239	5554	5304	510
35	3201	3077	4039	14745	670
27	787	3803	1949	4659	2338
35	2691	3261	4866	15487	952
34	1201	3804	2046	12768	2299
26	978	1988	2671	5041	496
49	6384	2565	1983	13232	0
24	364	3306	2160	5626	2569
21	1139	1845	3210	5180	577
38	1037	4341	2097	11904	2074
31	1024	3828	2127	4596	2662
44	6157	2852	1982	10457	0
50	6515	2706	2094	10418	0
32	3070	2884	4373	14861	1015
38	2924	5867	6693	5637	309
29	2859	3145	2023	4658	0
31	3230	5272	5330	4671	0
31	2536	5827	6144	4575	257
35	3237	6850	5201	4737	1119
47	5190	3105	1868	11087	0
24	989	2049	2721	4847	0
32	851	3843	1760	4745	3184
24	1060	2228	3096	4546	226
23	1157	2165	3169	5131	428
24	834	2147	2843	4894	304
31	3179	2566	1789	5489	0
49	5550	3379	1962	9856	317
44	5978	2890	2029	10008	216
39	744	3790	1929	11339	2011
25	965	1816	3052	5276	422
35	721	3962	2083	11117	2870
26	2507	2735	2115	4844	973
40	2697	3298	4257	15560	766
36	3448	2793	3786	15096	767
36	2910	3145	3957	10495	0
50	4916	3058	1963	10166	0
34	2557	3222	3938	13974	0
35	2627	3013	4314	14368	330
32	2955	2963	4067	14219	488
40	823	2062	2590	4985	3278
37	3200	2668	4143	14302	969
29	789	3584	1896	4944	2092
25	926	2269	2178	4485	622
35	3211	2768	3616	15353	643
29	2928	3352	2134	5117	341
24	1120	1991	2829	4988	688
24	966	1915	3446	5100	446
49	863	1930	2616	4820	3766
29	1175	3814	2238	5263	2412
31	605	4287	1900	11255	2615
48	1271	2023	3229	5227	2431
26	509	3992	2086	4687	2605
31	3435	6766	6321	4112	265
34	2832	6258	6591	5471	1304
51	5492	2712	1908	11231	209
24	872	2408	2937	4756	527
49	5923	2833	1859	10341	328
52	6055	2720	1741	9298	0
46	992	1906	2615	4703	3144
45	6011	2983	2059	10245	277
27	2569	2989	2070	4736	887
36	2835	5563	7433	4448	0
39	1337	3953	2074	11622	2674
45	5284	3526	1814	10802	0
26	2674	3171	2053	4715	0
27	708	4197	1951	5459	2546
46	7007	3258	2189	9276	324
48	7399	2597	2084	12259	0
48	5665	2811	2120	9717	0
26	705	4072	2032	4512	2484
38	2618	6176	5367	4396	0
27	1165	1877	3216	5125	326
24	994	2098	2737	4881	797
39	5897	2754	2070	10379	246
34	3125	6607	5648	4759	0
27	1733	3629	2236	4862	3252
21	980	3687	1956	5839	2805
56	5662	3069	2104	10578	221
39	1053	4202	1911	11770	3352
37	3435	5367	5617	5373	1499
51	1090	2357	2741	5405	3072
22	1435	2154	3154	4795	696
24	1246	2070	2673	5496	491
48	6240	3400	2217	10985	210
50	6308	2990	1891	7716	201
27	2858	3303	1873	5624	336
57	737	2064	2925	4981	3355
46	5512	3079	2060	10787	0
45	939	1879	2693	4625	2429
48	6173	2884	1918	9331	302
28	2685	3219	1975	5248	438
24	957	2261	2651	4704	0
47	5220	3112	2051	8890	339
46	6160	3045	1904	9330	0
31	938	3640	1910	5192	1627
48	1015	1663	3174	4347	3013
34	3118	2685	3746	17348	0
24	719	1895	2437	5492	903
37	2986	5175	6465	4490	594
33	2894	3651	4174	14174	1025
53	6588	3000	1990	9648	0
35	3231	6050	6564	5715	523
38	1053	4407	1898	12051	2693
44	1124	1914	2911	4983	4201
29	3154	3098	2002	4201	528
48	1005	1996	3314	4894	2710
24	705	1873	3219	5152	516
35	1078	3930	2064	12122	2109
34	2614	6056	6619	5334	773
39	1071	4196	1980	12844	3224
24	970	2000	3093	4802	0
52	1038	2210	2752	4714	3264
24	921	2064	2576	5033	1612
52	7016	2738	2055	9719	255
24	1072	1503	3107	5242	320
46	5356	2847	1971	8443	0
24	1206	2175	2526	5440	354
26	2819	3429	2073	5363	387
27	698	4414	2161	5490	2786
33	1602	3987	1927	4599	1955
43	1570	4307	2150	12442	2401
30	768	4044	1951	4930	1913
34	3079	6310	6345	4554	0
38	2467	3070	3929	13660	948
47	1003	2003	3019	4525	2538
39	1146	4157	1849	13043	3403
27	2803	3048	1946	5410	874
49	6245	2392	2112	9245	0
26	904	2011	3190	4831	0
35	2912	2890	3930	13932	727
23	1339	2101	2864	4814	0
34	3269	3034	3807	14470	597
24	613	2088	2272	4905	0
39	3051	6228	6742	5078	0
45	891	3963	2041	11653	2720
27	3299	3026	2060	5449	699
37	1265	3500	2064	12202	2401
33	3153	5392	5262	4293	1198
27	3130	2791	1910	4832	594
48	863	2114	3494	5405	2692
33	2793	6665	6980	4857	729
48	1129	2193	3214	5442	3164
23	820	1885	3055	4820	577
33	2760	6082	6442	4064	576
31	1508	4091	1848	4751	2092
23	877	2041	2186	4830	1242
36	3345	2834	4053	16483	304
51	5770	3078	2069	9362	0
35	2984	2610	4379	14707	0
47	5031	2861	1899	10138	252
48	771	2203	2814	4432	3324
35	539	3717	2007	12553	1582
30	1001	4044	1885	5460	2799
27	3169	3135	1978	5398	1000
27	2792	3587	1892	5041	0
37	3128	5957	5526	4927	393
32	2739	6490	6160	5106	330
27	2504	6384	6077	4902	585
36	2415	6231	6415	4843	0
36	5474	3207	1812	9510	346
28	3251	3245	2075	4904	0
29	946	4104	1990	5151	3190
34	1814	4327	1986	11838	2252
33	969	3568	1909	12294	2345
35	1112	3984	2141	11701	1602
35	2904	6115	6771	5200	1174
37	2819	3113	4296	13076	0
25	3624	2916	2016	4626	304
28	2533	3017	1938	5302	536
20	1154	2316	3367	5152	0
33	2565	3555	4165	14602	1010
37	3325	2721	3887	15605	0
34	3458	5911	7439	5080	0
48	6300	2697	2062	10525	301
25	595	2171	2690	4041	0
31	2952	2570	2025	4553	707
48	4850	3000	2119	8289	224
37	3314	5969	5923	5252	460
33	3126	5035	6094	5049	574
17	2994	2980	1949	5430	437
22	1338	3881	2074	4511	3135
29	3286	5438	6771	5421	420
28	483	4275	2018	11538	3423
40	2771	3195	4398	13446	0
22	1115	2013	3226	4831	834
33	995	4234	1983	11467	2020
35	3053	2988	3777	14240	319
25	3178	2785	1985	5072	442
38	585	3946	1922	11365	2421
45	6090	2968	2116	9396	0
24	910	2000	3325	5645	0
36	904	3828	1787	12439	2621
35	3178	3025	4576	16115	715
47	1110	4098	2000	12404	2714
33	999	3424	1995	12885	2752
23	1315	2011	3356	5070	499
44	808	2075	2710	4702	3287
26	2595	3417	2099	5785	0
25	1042	2200	3097	5444	853
47	5118	2935	1911	7344	0
43	5848	2395	2137	9386	229
37	3600	5385	5594	4895	0
29	2638	3061	2118	4769	234
22	1429	1617	3473	5197	304
53	5367	2688	2015	10003	0
24	817	2053	3391	4934	250
36	3060	3215	3611	16171	0
49	956	1893	3009	5054	3770
31	852	3561	2144	5344	2987
32	3181	3212	4187	12200	691
38	926	3487	1981	12283	2195
45	1239	2022	3684	4654	3764
34	1145	4152	1983	11006	1820
43	748	1676	3045	5024	2452
25	1189	1514	2716	5446	586
46	961	2044	2743	5367	2569
35	2297	6485	6630	5082	867
37	3119	2557	4040	17021	0
24	813	2067	2590	4664	0
27	1161	4522	2050	5066	1837
23	1194	3908	2075	4977	1417
43	5889	2897	2088	7307	0
25	2572	3453	2103	4417	811
26	1168	3571	1820	5519	3343
23	786	1928	3465	5539	0
45	904	1720	2862	5199	2864
35	2482	6050	4911	4934	1054
35	2690	6960	6226	4584	949
25	565	1946	3332	5669	686
39	3053	3457	3942	14805	0
37	2667	3270	3863	16499	1081
37	1188	4003	2143	11253	2037
36	1051	4128	1755	11613	2744
47	1072	2164	3260	5222	2480
37	999	4538	1885	11987	2788
27	2859	3152	2183	5455	783
